id,Cat,Dog
1,0.9999999997001712,2.99828726620024e-10
2,7.65956580236082e-19,1.0
3,0.9999999999999956,4.482347313200157e-15
4,5.218982302749909e-10,0.9999999994781017
5,0.9999999998960367,1.0396328589443231e-10
6,1.1802600518196643e-14,0.9999999999999882
7,1.9973221595492204e-12,0.9999999999980027
8,3.026483933663817e-10,0.9999999996973516
9,0.9999985962256562,1.4037743436220727e-06
10,0.9999730271368902,2.6972863109883e-05
11,0.7042240248732415,0.2957759751267585
12,0.9999999999512896,4.871044278292214e-11
13,2.525475635264181e-06,0.9999974745243647
14,8.764677837762079e-11,0.9999999999123532
15,0.999999999528959,4.710409294845621e-10
16,2.844969590594102e-11,0.9999999999715503
17,3.4666908302368676e-09,0.9999999965333091
18,0.9999999999999833,1.663287797117983e-14
19,1.0984329885583124e-06,0.9999989015670114
20,2.078269531836098e-10,0.9999999997921731
21,0.999999999955441,4.455901697933322e-11
22,7.902965234276285e-09,0.9999999920970347
23,0.9988875571741131,0.001112442825886809
24,1.6487999905656055e-13,0.999999999999835
25,0.9460748399107146,0.0539251600892854
26,1.1637920436345662e-19,1.0
27,0.9999999164627934,8.353720659672553e-08
28,0.9999999998199034,1.8009661541455024e-10
29,4.6552022330082365e-14,0.9999999999999534
30,7.888145391784154e-06,0.9999921118546082
31,1.373287969793452e-14,0.9999999999999862
32,0.7240239729928347,0.2759760270071652
33,0.9999999217140706,7.828592940285963e-08
34,0.9003082383024636,0.09969176169753631
35,0.9999999999496236,5.037630612807641e-11
36,0.9999997360558834,2.6394411667109824e-07
37,0.999999999995433,4.56699167435288e-12
38,2.4668846273250687e-13,0.9999999999997533
39,8.252527641459209e-11,0.9999999999174747
40,0.9999999830830367,1.691696324254054e-08
41,2.6155637443645066e-07,0.9999997384436254
42,0.9915776652994878,0.008422334700512277
43,2.637876395472569e-10,0.9999999997362123
44,0.9999999999986733,1.3267730899857734e-12
45,1.327775593598981e-12,0.9999999999986722
46,0.0014024238565905308,0.9985975761434095
47,0.9999999999455953,5.4404776198983135e-11
48,0.9999999999711999,2.88001817055961e-11
49,0.9999999999978608,2.1391366129571754e-12
50,0.9999999999732208,2.6779134523524417e-11
51,0.9999999999844822,1.5517741521590312e-11
52,0.9999963579881335,3.6420118664501625e-06
53,3.846793470196676e-16,0.9999999999999996
54,0.9999999317676611,6.82323389942093e-08
55,0.999999999645685,3.5431502610867993e-10
