id,Cat,Dog
1,0.9990182829789696,0.0009817170210304818
2,0.0013272794671633523,0.9986727205328367
3,0.9996440316215827,0.0003559683784173117
4,0.0008600893239493952,0.9991399106760507
5,0.9995142647169403,0.0004857352830596604
6,0.0010464996376969918,0.9989535003623029
7,0.0006582112482014829,0.9993417887517985
8,0.0009964977936335075,0.9990035022063665
9,0.9958983190956069,0.004101680904393084
10,0.9165424508222366,0.08345754917776334
11,0.9268090828352918,0.0731909171647082
12,0.9997393048339683,0.0002606951660316649
13,0.029963968734261284,0.9700360312657387
14,0.0011469185638751165,0.9988530814361248
15,0.9989974477011236,0.0010025522988764241
16,0.0003802331858428882,0.9996197668141572
17,0.0011967061150605126,0.9988032938849395
18,0.9996072454144189,0.0003927545855811977
19,0.000633902183931659,0.9993660978160684
20,0.0006650967002330758,0.9993349032997669
21,0.9995326152689687,0.0004673847310311718
22,0.006681135141660905,0.9933188648583391
23,0.9990727058125464,0.0009272941874536537
24,0.0002883050312257911,0.9997116949687742
25,0.47384864443342073,0.5261513555665793
26,0.0002140441213427978,0.9997859558786572
27,0.9979547145327134,0.002045285467286416
28,0.9979927083201413,0.002007291679858731
29,0.0005788683366181221,0.9994211316633819
30,0.8104653673992859,0.18953463260071415
31,0.0009618683798154268,0.9990381316201845
32,0.0005194922521925451,0.9994805077478075
33,0.236149214828855,0.763850785171145
34,0.0009520375420346704,0.9990479624579652
35,0.9993982594213208,0.000601740578679244
36,0.9980942117993906,0.001905788200609417
37,0.9994397609368204,0.000560239063179525
38,0.0007076639096827444,0.9992923360903173
39,0.00057290631765124,0.9994270936823487
40,0.9989592725911037,0.001040727408896219
41,0.0005181329368612655,0.9994818670631387
42,0.9997406679300799,0.00025933206992009204
43,0.0004061060496440249,0.999593893950356
44,0.9995046348940608,0.0004953651059392307
45,0.0006237432666566524,0.9993762567333433
46,0.0022072784675483043,0.9977927215324518
47,0.9989333950362316,0.0010666049637684104
48,0.9997536994105707,0.0002463005894294382
49,0.9996778030273417,0.00032219697265837834
50,0.9995925103967174,0.00040748960328272117
51,0.9995709368684965,0.0004290631315033883
52,0.9971588287736384,0.002841171226361684
53,0.00026224169764548486,0.9997377583023545
54,0.9986866355257409,0.0013133644742592127
55,0.9993989824813074,0.0006010175186925262
56,0.8670799717227138,0.13292002827728613
57,0.997819048340902,0.00218095165909806
58,0.00030069511356150945,0.9996993048864385
59,0.000729072937582076,0.9992709270624179
60,0.9670427342761391,0.03295726572386108
61,0.0007568961445410504,0.9992431038554589
62,0.33647144980851434,0.6635285501914856
63,0.0005183074272287068,0.9994816925727712
64,0.9997977381102636,0.00020226188973630286
65,0.999034287804891,0.0009657121951089896
66,0.9997512094266463,0.00024879057335368537
67,0.9991219929390354,0.0008780070609645093
68,0.9976481995755079,0.0023518004244920373
69,0.2786305798245966,0.7213694201754034
70,0.0006891946719515571,0.9993108053280485
71,0.00056478883565541,0.9994352111643445
72,0.9974426066013798,0.0025573933986201497
73,0.9994415189939033,0.0005584810060966675
74,0.000984134750683272,0.9990158652493166
75,0.003114706439437926,0.9968852935605621
76,0.0006811896064470324,0.999318810393553
77,0.0006184414811033832,0.9993815585188965
78,0.9993709765235468,0.0006290234764532072
79,0.9013188349429674,0.09868116505703252
80,0.9993005976873691,0.000699402312630834
81,0.999488544081213,0.0005114559187869781
82,0.003409937863086028,0.996590062136914
83,0.0002889875835866299,0.9997110124164134
84,0.051586288291028175,0.9484137117089718
85,0.9980116813129382,0.0019883186870617285
86,0.0021287556624659905,0.997871244337534
87,0.000844913234226539,0.9991550867657736
88,0.9983744081121827,0.001625591887817288
89,0.0008133052033303126,0.9991866947966697
90,0.4136889308169293,0.5863110691830706
91,0.9994157230387122,0.0005842769612878242
92,0.003235119780283682,0.9967648802197163
93,0.8789073585325656,0.12109264146743437
94,0.0008520690019956677,0.9991479309980045
95,0.000988826724385548,0.9990111732756145
96,0.9996234985236299,0.0003765014763701435
97,0.9828228120175804,0.017177187982419632
98,0.0024505812239009554,0.9975494187760992
99,0.0010089097703141316,0.9989910902296859
100,0.0435762624214785,0.9564237375785214
101,0.9980152458394764,0.0019847541605236417
102,0.9997277928367331,0.00027220716326705017
103,0.9993748116731266,0.0006251883268734666
104,0.9985048733418088,0.001495126658191287
105,0.9993586251744059,0.0006413748255939798
106,0.00863483160000539,0.9913651683999946
107,0.00223942344784465,0.9977605765521553
108,0.9992147939808678,0.0007852060191321619
109,0.9974417428534148,0.00255825714658529
110,0.0004167953425440529,0.9995832046574559
111,0.000925669719255384,0.9990743302807445
112,0.9998051422736844,0.0001948577263154471
113,0.9994275826007246,0.0005724173992753632
114,0.0006380827435721642,0.9993619172564278
115,0.9993169580128488,0.0006830419871511031
116,0.0008976579198701583,0.9991023420801297
117,0.9978109523678428,0.0021890476321572163
118,0.0010435010475182188,0.9989564989524816
119,0.001400153204932278,0.9985998467950677
120,0.9996708821358171,0.00032911786418280477
121,0.0003134962062764947,0.9996865037937235
122,0.0010545518407293066,0.9989454481592707
123,0.9996013604692702,0.0003986395307297512
124,0.9981373930648791,0.001862606935120895
125,0.00019724999570603036,0.9998027500042939
126,0.6247355929356458,0.37526440706435427
127,0.9995366122637399,0.00046338773626004154
128,0.0012486778047525301,0.9987513221952474
129,0.0005340570671806573,0.9994659429328193
130,0.9788336334515373,0.021166366548462618
131,0.9996173065282696,0.00038269347173035457
132,0.0075016949864046435,0.9924983050135954
133,0.0008558918696079675,0.9991441081303919
134,0.9995947731505029,0.0004052268494971179
135,0.00024925468432361706,0.9997507453156763
136,0.99837850915965,0.0016214908403500076
137,0.0006561292239328796,0.999343870776067
138,0.9989227683678332,0.0010772316321667962
139,0.0010280228268656048,0.9989719771731344
140,0.001141898458771588,0.9988581015412283
141,0.001176317747507748,0.9988236822524923
142,0.9930254416102101,0.006974558389789963
143,0.9995406729618701,0.00045932703812992515
144,0.9988946747790831,0.0011053252209169652
145,0.999736962133811,0.00026303786618896467
146,0.9996354113291569,0.0003645886708430571
147,0.9996746201637462,0.0003253798362537094
148,0.9996780906422826,0.000321909357717364
149,0.9986423096561846,0.001357690343815434
150,0.001512859487394958,0.998487140512605
151,0.731352032038937,0.2686479679610631
152,0.999674048263507,0.00032595173649291537
153,0.0006192651636084805,0.9993807348363916
154,0.9997573867086915,0.0002426132913086401
155,0.9996908281519147,0.0003091718480854181
156,0.9985605551457717,0.0014394448542283745
157,0.0005967774090823905,0.9994032225909177
158,0.9992575262858105,0.0007424737141895374
159,0.0006894275519204416,0.9993105724480795
160,0.0005056830593811375,0.9994943169406189
161,0.0003485673666168214,0.9996514326333831
162,0.9989676711107014,0.0010323288892985104
163,0.9981471002341284,0.0018528997658716377
164,0.0005160379697549533,0.999483962030245
165,0.0006976235937962571,0.9993023764062038
166,0.0009505343543151534,0.9990494656456849
167,0.009537246331774236,0.9904627536682258
168,0.9991993838580334,0.0008006161419665165
169,0.9998017654272245,0.00019823457277543338
170,0.000591560481097339,0.9994084395189027
171,0.9996648890853076,0.0003351109146924644
172,0.9992491622826827,0.0007508377173173636
173,0.0011590892358067817,0.9988409107641932
174,0.00033577585120049476,0.9996642241487995
175,0.9994563277526904,0.0005436722473094392
176,0.08650558368639888,0.9134944163136012
177,0.0003040425191938999,0.9996959574808061
178,0.9997381740808997,0.00026182591910022543
179,0.0003037624894327119,0.9996962375105672
180,0.9993607686741359,0.0006392313258640017
181,0.9996202130378746,0.00037978696212543104
182,0.9992044192346216,0.0007955807653783968
183,0.9996788091313894,0.0003211908686106445
184,0.000927693401911862,0.9990723065980882
185,0.9989690036163691,0.0010309963836308874
186,0.000898936012024844,0.9991010639879753
187,0.9976177412613999,0.0023822587386001385
188,0.999721370710449,0.0002786292895510605
189,0.999665526080689,0.0003344739193108819
190,0.9963505721723319,0.0036494278276679795
191,0.9995921708436879,0.00040782915631212065
192,0.9995599529465148,0.0004400470534851418
193,0.9603713474802835,0.03962865251971651
194,0.0018756565060879219,0.9981243434939122
195,0.000773805864122466,0.9992261941358774
196,0.9991572438683526,0.0008427561316473143
197,0.9998006087993436,0.0001993912006564501
198,0.0023581087478372707,0.9976418912521627
199,0.9974319384393368,0.0025680615606632332
200,0.0008388348079884404,0.9991611651920116
201,0.9946465454269269,0.0053534545730731615
202,0.9996385474661914,0.0003614525338086485
203,0.9997039851079412,0.00029601489205864607
204,0.0005521714785022519,0.9994478285214976
205,0.0005248227851366963,0.9994751772148633
206,0.9997154244041454,0.0002845755958546411
207,0.9980922979383532,0.0019077020616468793
208,0.9964181873750196,0.0035818126249802375
209,0.999393905801012,0.0006060941989880562
210,0.9997076721422872,0.0002923278577129258
211,0.9995003832871172,0.0004996167128829064
212,0.9995961555692162,0.0004038444307836988
213,0.0020964174879890152,0.997903582512011
214,0.000993043272473921,0.9990069567275262
215,0.9990951763509985,0.0009048236490016166
216,0.00117787066904585,0.9988221293309542
217,0.0007063076362513519,0.9992936923637487
218,0.001694479403129103,0.9983055205968709
219,0.23121928944622616,0.7687807105537737
220,0.9996053895737509,0.00039461042624902343
221,0.9996415343153474,0.0003584656846525563
222,0.9997067033682258,0.00029329663177427815
223,0.001599243500402644,0.9984007564995975
224,0.999253032707741,0.0007469672922590946
225,0.0026489142110925888,0.9973510857889074
226,0.003040954016504613,0.9969590459834955
227,0.9997972033950105,0.0002027966049893799
228,0.0009325258212238781,0.9990674741787762
229,0.001958245778565804,0.998041754221434
230,0.9864085995636489,0.013591400436351077
231,0.9994921121221917,0.0005078878778082615
