id,Cat,Dog
1,0.9999999586466738,4.135332617048075e-08
2,1.2077606460398743e-14,0.999999999999988
3,0.9999999999972771,2.7230263395024935e-12
4,1.545913752559454e-07,0.9999998454086246
5,0.9999998273740085,1.7262599140758846e-07
6,5.960677016402037e-08,0.9999999403932298
7,5.3178182410679636e-08,0.9999999468218176
8,2.259717575594407e-06,0.9999977402824245
9,0.9999859741288973,1.4025871102750954e-05
10,0.9938205902971359,0.006179409702864093
11,0.5028601684623968,0.4971398315376032
12,0.9999999985313113,1.468688811442765e-09
13,0.005759230667009863,0.9942407693329901
14,2.5329217036411707e-08,0.999999974670783
15,0.9999998801484374,1.1985156255029992e-07
16,3.9742413699458065e-08,0.9999999602575862
17,0.0008114287756669021,0.999188571224333
18,0.999999996633794,3.3662060563553387e-09
19,7.366043169758312e-08,0.9999999263395684
20,1.5196660357413794e-09,0.999999998480334
21,0.9999999668661574,3.3133842576107414e-08
22,0.025083479094631163,0.9749165209053687
23,0.9991383071894198,0.0008616928105803028
24,3.4351019875673e-10,0.9999999996564899
25,0.8871469192075544,0.11285308079244562
26,4.5440984918369436e-11,0.999999999954559
27,0.9999839695909273,1.6030409072771324e-05
28,0.9999364054712895,6.359452871052828e-05
29,5.980380469812106e-12,0.9999999999940197
30,0.20324973285807613,0.7967502671419239
31,1.3319082633764703e-09,0.9999999986680916
32,0.10638326219487787,0.8936167378051221
33,0.9999953899608212,4.6100391788081655e-06
34,0.06788346342466041,0.9321165365753395
35,0.9999999756034211,2.4396578905672844e-08
36,0.9999953623213105,4.637678689430899e-06
37,0.9999999999945086,5.49141852252466e-12
38,9.533273713038959e-07,0.9999990466726287
39,9.867539711598366e-09,0.9999999901324602
40,0.9999983928389601,1.6071610398397274e-06
41,0.00035110120734110006,0.9996488987926588
42,0.45300491229779727,0.5469950877022026
43,1.5178765367879415e-06,0.9999984821234631
44,0.999999999976743,2.325704202414658e-11
45,7.81085918567848e-10,0.9999999992189141
46,0.11202676546598923,0.8879732345340107
47,0.9999999914912151,8.508784978732028e-09
48,0.9999999999285638,7.14361587620408e-11
49,0.999999998600086,1.3999138655470564e-09
50,0.9999999281553456,7.184465432608121e-08
51,0.9999999999136744,8.632572067831407e-11
52,0.9992328686138843,0.0007671313861157947
53,1.0977376897175516e-09,0.9999999989022623
54,0.9999738936560365,2.6106343963441846e-05
55,0.9999999864740554,1.3525944622240806e-08
56,0.11745417098318497,0.8825458290168151
57,0.8979714747537505,0.10202852524624945
58,0.00014339414312605853,0.9998566058568739
59,0.00018134947675507729,0.999818650523245
60,0.9613649668411327,0.03863503315886733
61,9.474877788486497e-05,0.9999052512221152
62,0.0006942512124862902,0.9993057487875138
63,1.728453418474453e-11,0.9999999999827154
64,0.9999999999999838,1.622948980343344e-14
65,0.9999999988637369,1.136263062513062e-09
66,0.9999999999997917,2.083429899860426e-13
67,0.99978136316036,0.00021863683964002927
68,0.9012873028689109,0.09871269713108903
69,0.05036208861944558,0.9496379113805544
70,6.0406676817144216e-09,0.9999999939593323
71,1.4189254530647951e-12,0.9999999999985811
72,0.9999988580914642,1.1419085358819158e-06
73,0.9999999711656146,2.883438536211872e-08
74,0.005602381873932831,0.9943976181260673
75,0.0005298611575742364,0.9994701388424259
76,3.826712489846702e-07,0.999999617328751
77,7.521543256404216e-12,0.9999999999924785
78,0.9999858816249393,1.4118375060628586e-05
79,0.0033869500806839236,0.996613049919316
80,0.9999989413660406,1.0586339593369395e-06
81,0.9970004970988124,0.002999502901187552
82,5.7677101852136344e-08,0.9999999423228982
83,1.9067309585765817e-08,0.9999999809326904
84,3.727973516356648e-05,0.9999627202648365
85,0.9999756704729217,2.4329527078236817e-05
86,0.009011036906067986,0.990988963093932
87,1.038119521536775e-09,0.9999999989618804
88,0.9540020856441294,0.04599791435587073
89,0.00016919274094819554,0.9998308072590518
90,0.9994252569635116,0.0005747430364884256
91,0.9999999990684794,9.315206053711415e-10
92,0.003630069779011897,0.9963699302209882
93,1.1300819110608106e-05,0.9999886991808894
94,1.431952627652585e-10,0.9999999998568048
95,0.185907301129472,0.8140926988705279
96,0.999999996287446,3.712554112406016e-09
97,0.005694163495303034,0.994305836504697
98,8.90702452166848e-09,0.9999999910929754
99,0.0007570425797641603,0.9992429574202359
100,0.886897412320814,0.11310258767918607
101,0.8569348205349634,0.14306517946503655
102,0.9999999999999998,2.2778459367261963e-16
103,0.9999997166133144,2.833866854382045e-07
104,0.9999936363823726,6.3636176274217504e-06
105,0.999999997858809,2.1411910994475303e-09
106,1.5307743531422194e-07,0.9999998469225647
107,2.0771279946753473e-05,0.9999792287200532
108,0.9999267491051855,7.325089481439621e-05
109,0.9525630476657141,0.04743695233428576
110,2.534629599066183e-07,0.9999997465370402
111,2.4999872381943356e-05,0.9999750001276181
112,0.9999999999065172,9.348280511761242e-11
113,0.9998782586045003,0.00012174139549978178
114,0.08992033909957454,0.9100796609004255
115,0.9999999995261282,4.738718493338427e-10
116,6.711141860060013e-12,0.9999999999932889
117,0.9739638361252595,0.026036163874740403
118,3.842295033406864e-05,0.9999615770496658
119,0.0001397345078427761,0.9998602654921573
120,0.9999978983412928,2.1016587071434145e-06
121,2.668894318933666e-12,0.999999999997331
122,3.7561230859571436e-09,0.9999999962438768
123,0.9999999999933165,6.683556058687207e-12
124,0.9997168901960192,0.0002831098039807628
125,5.904641362932073e-15,0.999999999999994
126,0.8535289726671776,0.14647102733282225
127,0.9999999999996405,3.5942970427455355e-13
128,0.00013133081930151135,0.9998686691806986
129,1.228458011900898e-08,0.9999999877154199
130,0.9995925315669113,0.0004074684330887128
131,0.9999999930499786,6.950021319257887e-09
132,3.69401868665887e-06,0.9999963059813134
133,2.1035645550240917e-07,0.9999997896435445
134,0.9999999602135965,3.978640355567217e-08
135,1.626989308896999e-08,0.9999999837301068
136,0.9688269232966794,0.03117307670332069
137,6.491694002002471e-13,0.9999999999993507
138,0.9999999642538393,3.574616075190142e-08
139,1.1856844360222866e-10,0.9999999998814315
140,1.983399123862692e-05,0.9999801660087614
141,2.6745076827104052e-08,0.9999999732549232
142,0.9999147604131478,8.523958685237643e-05
143,0.9999996813421156,3.186578845246183e-07
144,0.9999971793452653,2.8206547345874367e-06
145,0.9999999999940161,5.983894756486318e-12
146,0.999999966760639,3.3239360949016144e-08
147,0.9999999332768088,6.672319114819821e-08
148,0.9999999995884328,4.1156724334856316e-10
149,0.9998614893975756,0.0001385106024245595
150,1.8779211889832609e-06,0.9999981220788111
151,0.9562545314384743,0.04374546856152576
152,0.9999998952935415,1.0470645846014828e-07
153,9.736122129261775e-07,0.9999990263877871
154,0.9999999679841064,3.201589367522123e-08
155,0.999999999743364,2.566359481093444e-10
156,0.9999999800849402,1.9915059973505815e-08
157,0.0004094154315042825,0.9995905845684957
158,0.999999969164599,3.0835400967489046e-08
159,1.6021347439542332e-06,0.999998397865256
160,2.0865904271976312e-14,0.9999999999999791
161,0.0015480268545018873,0.998451973145498
162,0.999999996019312,3.980687936995016e-09
163,0.9999914274837897,8.572516210351083e-06
164,1.7791256047818788e-08,0.9999999822087439
165,4.6603057737517384e-05,0.9999533969422625
166,0.00014231137095099933,0.9998576886290491
167,0.9967939611366701,0.0032060388633299427
168,0.9495660267988423,0.05043397320115779
169,0.9999999999997704,2.2965578680896597e-13
170,2.125173331705334e-05,0.999978748266683
171,0.9999999999938671,6.1327956183881085e-12
172,0.9999999212264141,7.877358583727324e-08
173,5.36785149789369e-09,0.9999999946321485
174,4.101311091229213e-07,0.9999995898688908
175,0.9999747523185997,2.5247681400244857e-05
176,0.009607691621048485,0.9903923083789514
177,2.4834688813210215e-05,0.9999751653111868
178,0.9999836053084665,1.6394691533497555e-05
179,7.058908343408311e-07,0.9999992941091655
180,0.9999999999983109,1.6890845644017962e-12
181,0.9999999821457187,1.7854281289841237e-08
182,0.9999980434133209,1.9565866791189655e-06
183,0.9999999999986633,1.3368067840014212e-12
184,9.882169404248554e-10,0.9999999990117832
185,0.9999999999810558,1.894428281102826e-11
186,1.0326895688150259e-07,0.9999998967310431
187,0.996533046246356,0.0034669537536440426
188,0.9999998255008125,1.7449918745393827e-07
189,0.9999810117408904,1.898825910963076e-05
190,0.9999999888606007,1.1139399259189744e-08
191,0.99999609587176,3.904128240020438e-06
192,0.999840083650841,0.00015991634915900105
193,0.02014814778381197,0.979851852216188
194,0.10417649115591111,0.8958235088440889
195,3.9212087849075064e-05,0.9999607879121509
196,0.9999958700637354,4.129936264747378e-06
197,0.999999999870663,1.293369031089383e-10
198,1.1859071893000345e-07,0.9999998814092811
199,0.8796853836082766,0.12031461639172343
200,1.9567356114312377e-07,0.999999804326439
201,0.9998235044433103,0.00017649555668963575
202,0.9999999999985267,1.4733398794617026e-12
203,0.9999997613326111,2.38667388745982e-07
204,1.3712106599028269e-09,0.9999999986287893
205,0.012031628299895934,0.9879683717001041
206,0.9999999999999294,7.0533130245556e-14
207,0.9484478201810576,0.05155217981894242
208,0.990708963112007,0.009291036887993124
209,0.9999999999999634,3.6571452758903464e-14
210,0.9999999999999376,6.245969580340249e-14
211,0.9999730167815432,2.6983218456883682e-05
